"id","name","lastname","phone","street","city","buildingNumber"
"638","Erast","Kita","58-820-60-54","al. Głąb 2471","Jordanów","79"
"639","Konstancja","Adamus","42-559-00-24","ul. Gąsior 4016","Janów Lubelski","92"
"640","Ferdynanda","Michalczyk","17-790-21-49","al. Biernat 18959","Wieruszów","90"
"641","Rajnold","Kowalski","76-162-38-57","al. Bartkowiak 566","Jutrosin","84"
"642","Filipa","Kmieć","91-818-31-02","al. Sieradzki 302","Izbica Kujawska","33"
"643","Hanna","Kogut","62-772-14-12","al. Szczęsna 7026","Zwierzyniec","84"
"644","Anatol","Urban","54-116-36-18","al. Filipiak 52613","Sędziszów","40"
"645","Beatrycze","Rudziński","33-779-90-99","al. Mróz 095","Kosów Lacki","40"
"646","Konstantyn","Sadowski","77-885-79-90","ul. Stasiak 18962","Szczekociny","41"
"647","Edyta","Bąk","59-461-43-22","ul. Orłowski 4272","Dzierzgoń","37"
"648","Laurencjusz","Orzechowski","76-384-23-74","ul. Kłosowski 166","Trzcianka","60"
"649","Dawid","Szczęsny","33-380-47-58","al. Bilski 533","Gdańsk","8"
"650","Fabian","Bielski","25-720-88-04","al. Klimek 621","Ciechocinek","2"
"651","Anatol","Małecki","61-081-96-77","ul. Jędrzejczyk 9684","Łazy","24"
"652","Eustracjusz","Mazurkiewicz","17-808-31-30","ul. Strzelecki 85182","Złotoryja","18"
"653","Porfiry","Jagiełło","22-852-72-16","al. Grzywacz 1436","Krzywiń","46"
"654","Kleopatra","Skoczylas","54-880-32-85","ul. Lenart 436","Olecko","26"
"655","Brygida","Miller","48-035-62-59","al. Broda 49168","Gołańcz","69"
"656","Aida","Piotrowski","84-964-01-92","al. Jastrzębski 59708","Opoczno","7"
"657","Leon","Kuc","63-987-96-93","ul. Dąbkowski 65601","Dąbrowa Górnicza","68"
"658","Krystyna","Sołtys","15-235-69-89","al. Szyszka 6704","Zawichost","95"
"659","Aleksandra","Majchrzak","16-659-78-80","al. Nawrocki 37675","Ożarów Mazowiecki","47"
"660","Roman","Bąk","82-223-71-88","ul. Porębski 642","Szczytna","27"
"661","Patrycy","Mroczek","42-601-61-22","al. Bukowski 5664","Brwinów","74"
"662","Marcin","Gąsior","25-968-52-11","al. Tomczak 6655","Łaszczów","61"
"663","Kornelia","Olejniczak","56-952-00-39","al. Czarnecki 38140","Terespol","28"
"664","Edgar","Fijałkowski","84-479-26-86","ul. Miller 6936","Kleczew","82"
"665","Wanesa","Jurek","58-115-59-88","ul. Karczewski 962","Tłuszcz","70"
"666","Wirginia","Woliński","65-606-34-61","ul. Maciąg 3698","Piekary Śląskie","17"
"667","Szczepan","Sikorski","77-544-46-97","ul. Zajączkowski 101","Miasteczko Śląskie","43"
"668","Natalia","Krakowiak","84-824-10-59","ul. Zarzycki 618","Ciechanowiec","13"
"669","Walentyn","Rybarczyk","81-786-59-19","ul. Krupiński 508","Okonek","90"
"670","Larysa","Gąsiorowski","18-478-98-25","al. Kuczyński 918","Tarnobrzeg","1"
"671","Rudolf","Rudzki","83-805-66-59","al. Górny 544","Głubczyce","65"
"672","Oliwia","Nowak","54-369-95-92","ul. Łuczak 812","Krobia","90"
"673","Natanael","Piotrowski","48-731-76-56","al. Jurkiewicz 9488","Piotrków Trybunalski","19"
"674","Michał","Szymczak","83-461-20-74","ul. Ziółkowski 9472","Tykocin","43"
"675","Aleksander","Janicki","62-281-71-02","al. Kaleta 9241","Biała","9"
"676","Wilhelmina","Stec","24-218-76-05","ul. Kowalewski 91223","Obrzycko","19"
"677","Rachela","Rudnicki","63-696-46-91","ul. Piasecki 558","Zakliczyn","95"
"678","Wincenty","Wojtkowiak","65-413-31-02","al. Kaniewski 746","Dębica","94"
"679","Klementyna","Dąbek","56-005-86-58","ul. Dudzik 46402","Nowogród Bobrzański","98"
"680","Pantaleon","Skibiński","41-664-13-95","ul. Dobrzyński 2079","Łazy","48"
"681","Marianna","Leśniak","84-475-38-37","al. Kalisz 60867","Strzegom","8"
"682","Alfred","Lisowski","18-049-18-25","al. Szulc 310","Szadek","55"
"683","Hubert","Bartosik","23-790-97-20","ul. Zaremba 96811","Tykocin","50"
"684","Greta","Janas","29-083-88-46","al. Skalski 651","Dziwnów","32"
"685","Marianna","Szczepanik","59-472-92-36","ul. Tkaczyk 07728","Lubawa","56"
"686","Elżbieta","Tarnowski","83-184-78-73","ul. Trzciński 67384","Żywiec","80"
"687","Henryka","Wasiak","68-259-71-45","ul. Sitek 91057","Sierpc","49"
"688","Estera","Surma","62-737-15-76","ul. Tkaczyk 6190","Górowo Iławeckie","10"
"689","Joanna","Bartnik","58-036-21-27","ul. Jaśkiewicz 14769","Szubin","58"
"690","Sebastian","Marek","41-717-71-70","ul. Skiba 96835","Kłecko","40"
"691","Walery","Dębski","12-144-34-18","ul. Sosnowski 9871","Sieradz","33"
"692","Oleg","Krzemiński","29-579-71-33","ul. Adamek 94240","Biała Rawska","82"
"693","Prokul","Sołtysiak","86-952-02-58","ul. Mazur 732","Swarzędz","89"
"694","Izabela","Żak","16-300-49-73","ul. Banasiak 515","Mszana Dolna","6"
"695","Wiktor","Augustyniak","52-396-00-31","ul. Trzciński 996","Środa Wielkopolska","60"
"696","Ksenia","Bartosik","29-841-26-98","al. Gruszka 058","Szydłowiec","57"
"697","Jonatan","Tracz","56-266-80-70","al. Szczygieł 031","Elbląg","98"
"698","Prokles","Zalewski","85-550-25-76","ul. Budzyński 19391","Mszana Dolna","44"
"699","Modest","Żukowski","22-605-78-88","al. Walkowiak 6449","Wieliczka","63"
"700","Karolina","Szyszka","67-956-28-23","ul. Guzik 53744","Skępe","55"
"701","Agata","Szymkowiak","94-681-21-63","al. Wolak 155","Rumia","59"
"702","Cyryl","Domański","34-813-85-82","al. Pawlak 393","Środa Śląska","67"
"703","Hieronim","Adamiak","82-800-84-49","ul. Urbanek 5431","Kosów Lacki","98"
"704","Zoe","Kaleta","84-495-35-90","ul. Zajączkowski 230","Międzychód","14"
"705","Karolina","Szczepański","41-453-47-08","al. Kuczyński 21611","Stronie Śląskie","67"
"706","Justyna","Gadomski","71-289-04-69","al. Banasik 9466","Kłecko","17"
"707","Bertrand","Kawecki","23-578-26-16","al. Węgrzyn 9373","Iłża","89"
"708","Elwira","Niemczyk","42-138-32-85","al. Gołębiowski 56564","Rychwał","25"
"709","Laura","Krakowiak","83-464-96-12","al. Majka 322","Ulanów","18"
"710","Henryk","Dąbek","65-660-93-41","ul. Pawlak 09309","Rymanów","3"
"711","Beniamin","Rybak","22-057-33-87","al. Rudziński 452","Maków Podhalański","4"
"712","Barbara","Januszewski","59-747-40-65","ul. Czechowski 314","Koniecpol","77"
"713","Sybilla","Małecki","24-284-28-95","al. Pawelec 2357","Brzozów","68"
"714","Makary","Michalczyk","46-498-97-07","ul. Sikorski 91623","Szczucin","80"
"715","Aurora","Kuliński","17-946-48-00","ul. Zięba 213","Kłodawa","83"
"716","Edmund","Tarnowski","83-319-89-77","al. Michałowski 096","Gołdap","99"
"717","Gabriela","Kwaśniewski","52-480-28-27","al. Jezierski 05501","Trzemeszno","28"
"718","Pantaleon","Drozdowski","33-230-69-46","al. Dąbek 16890","Jastrowie","48"
"719","Bibianna","Matuszak","12-870-53-82","al. Kozak 59891","Grabów nad Prosną","43"
"720","Kornel","Rosiński","91-012-62-75","al. Błaszczak 459","Wielichowo","50"
"721","Rafał","Wilczyński","18-146-69-89","al. Szcześniak 725","Nowe","49"
"722","Kornelia","Serafin","48-093-35-00","ul. Piechota 695","Radom","42"
"723","Cecyliusz","Grzegorczyk","74-556-00-98","al. Gil 517","Tychy","60"
"724","Joanna","Marciniak","32-092-70-30","ul. Karaś 729","Szczawno-Zdrój","20"
"725","Agrypina","Bożek","89-191-92-36","ul. Szymczyk 029","Szadek","99"
"726","Edyta","Mazurek","34-369-43-72","al. Jarząbek 9554","Koło","96"
"727","Makary","Kuliński","82-735-61-39","ul. Łuczak 540","Strzelce Krajeńskie","62"
"728","Tobiasz","Szeląg","83-537-20-51","al. Warchoł 0199","Złotoryja","83"
"729","Sabina","Knapik","81-308-44-61","ul. Kruk 3895","Recz","34"
"730","Rudolf","Surma","91-748-68-26","al. Żurek 948","Sędziszów Małopolski","68"
"731","Patrycja","Kowalik","17-565-87-49","ul. Niedzielski 118","Brusy","42"
"732","Ignacy","Marzec","54-502-94-56","al. Nowaczyk 59086","Węgorzewo","4"
"733","Cezary","Bielak","63-187-39-10","al. Kiełbasa 4447","Ostrowiec Świętokrzyski","51"
"734","Oliwier","Skowronek","59-472-17-49","ul. Lech 569","Żerków","50"
"735","Klaudiusz","Prokop","82-109-89-93","ul. Czerniak 99860","Grodzisk Mazowiecki","48"
"736","Natanael","Kubicki","71-944-26-17","al. Stachowicz 02851","Starachowice","66"
"737","Bertrand","Zych","13-987-17-56","ul. Czerwiński 099","Gołańcz","72"
"738","Oleg","Laskowski","58-319-48-99","al. Kołakowski 0514","Koluszki","42"
"739","Robert","Niewiadomski","67-121-61-13","al. Przybysz 34963","Kalwaria Zebrzydowska","77"
"740","Amanda","Kłos","67-930-67-23","ul. Sroka 7927","Gogolin","33"
"741","Samson","Mikołajczyk","71-055-69-32","al. Sikorski 721","Ożarów","22"
"742","Laura","Stolarski","55-603-87-74","al. Bochenek 90674","Gubin","14"
"743","Walentyn","Filipek","48-709-64-84","al. Orzechowski 7464","Osiek","39"
"744","Herman","Skóra","91-405-82-64","ul. Kucharski 5001","Śmigiel","48"
"745","Julian","Kurek","75-782-90-76","al. Bartosik 9098","Wojnicz","19"
"746","Izaak","Czaja","55-642-02-65","ul. Sokołowski 621","Pionki","85"
"747","Porfiriusz","Strzelecki","12-670-82-73","ul. Szeląg 02226","Sławków","28"
"748","Maja","Pietruszka","34-387-20-57","al. Augustyn 2682","Boguchwała","77"
"749","Dina","Marcinkowski","67-546-39-93","ul. Sołtysiak 1748","Paczków","4"
"750","Henryka","Ziółkowski","17-800-55-70","ul. Orłowski 645","Mikstat","62"
"751","Ksawery","Bober","86-662-16-86","al. Kisiel 4986","Lublin","98"
"752","Juliusz","Michałek","18-290-82-42","al. Niedzielski 52688","Wałcz","17"
"753","Jeremiasz","Golec","12-260-79-26","ul. Biernacki 813","Stawiszyn","99"
"754","Franciszka","Kos","15-309-74-52","ul. Grzelak 4761","Rybnik","56"
"755","Krystian","Krysiak","95-948-64-44","al. Matysiak 0030","Kostrzyn nad Odrą","31"
"756","Eliasz","Puchalski","25-591-14-42","ul. Matuszewski 850","Bogatynia","24"
"757","Kira","Mikulski","62-534-33-25","al. Krupa 9793","Zelów","80"
"758","Aleksandra","Kaczmarski","43-500-97-54","ul. Jędrzejczyk 46332","Libiąż","21"
"759","Jerzy","Nawrocki","25-340-63-01","ul. Skiba 8701","Brzesko","58"
"760","Greta","Cebula","68-067-34-25","ul. Nowacki 0816","Tłuszcz","17"
"761","Judyta","Górski","55-883-06-52","al. Pietruszka 6545","Głogówek","99"
"762","Ada","Szczerba","89-731-75-66","ul. Strzelecki 720","Krzeszowice","83"
"763","Izabela","Wolski","91-807-96-71","al. Cygan 7031","Zakroczym","89"
"764","Joanna","Gołąb","67-318-89-32","al. Puchalski 0239","Biskupiec","60"
"765","Patrycja","Mierzejewski","25-783-96-50","ul. Karwowski 531","Piekary Śląskie","17"
"766","Katarzyna","Majewski","22-622-66-36","ul. Pilarski 050","Szczecin","19"
"767","Stella","Ostrowski","71-471-18-57","ul. Zaremba 070","Ostrzeszów","82"
"768","Patrycy","Dudziak","22-263-97-47","ul. Golec 49868","Siedlce","31"
"769","Aleksandra","Łukasiewicz","86-729-01-39","ul. Grzesik 8815","Brzozów","29"
"770","Lilianna","Górski","58-548-54-11","ul. Duszyński 852","Strzelce Krajeńskie","63"
"771","Randolf","Cichoń","77-134-03-15","al. Szafrański 341","Świecie","39"
"772","Izolda","Kołodziej","42-848-58-94","ul. Szczepaniak 036","Zbąszyń","37"
"773","Ksenia","Krupa","18-855-55-34","ul. Stolarczyk 0999","Pruszków","45"
"774","Kleopatra","Zajączkowski","91-404-05-84","al. Duszyński 013","Orzysz","27"
"775","Joanna","Kostecki","89-952-65-28","ul. Ratajczak 2749","Blachownia","98"
"776","Angela","Zielonka","52-478-96-46","ul. Kalinowski 32859","Pruchnik","88"
"777","Ludwika","Pietruszka","41-082-99-60","ul. Marczak 16098","Bojanowo","12"
"778","Dorian","Buczkowski","34-629-81-21","al. Dziuba 719","Ozimek","43"
"779","Porfiry","Urbańczyk","18-650-46-16","ul. Wawrzyniak 7297","Zawichost","82"
"780","Wincenty","Podgórski","46-443-80-10","al. Surma 27044","Reda","80"
"781","Emilia","Chojnacki","24-010-19-70","ul. Adamczyk 3234","Żory","29"
"782","Teresa","Zagórski","42-982-38-82","al. Kisiel 28819","Bodzentyn","56"
"783","Rachela","Baranowski","56-997-07-14","al. Skowronek 1261","Opatów","17"
"784","Roksana","Grzelak","82-047-69-38","ul. Zawadzki 29297","Bielsk Podlaski","4"
"785","Włodzimierz","Mikulski","17-700-22-00","ul. Marszałek 557","Zielonka","94"
"786","Kornelia","Niedzielski","86-946-12-10","al. Chmielewski 19842","Oświęcim","61"
"787","Krystyna","Rudziński","54-465-85-97","ul. Filipowicz 064","Wilamowice","69"
"788","Korneli","Krukowski","84-610-25-41","ul. Osiński 8147","Twardogóra","23"
"789","Cecylia","Kozieł","95-825-10-46","al. Stefański 2188","Gryfice","47"
"790","Sebastian","Królikowski","71-291-12-21","ul. Paczkowski 9804","Szczekociny","94"
"791","Lea","Kujawa","33-854-36-18","ul. Wasiak 77693","Lubsko","10"
"792","Klaudia","Lesiak","44-973-94-60","ul. Szczepaniak 3400","Strzelin","2"
"793","Maryna","Gałka","81-920-16-76","ul. Szydłowski 60960","Wałbrzych","79"
"794","Henryk","Świerczyński","17-775-26-28","al. Lis 03203","Miastko","44"
"795","Sabina","Kolasa","82-780-12-92","ul. Sochacki 72443","Lubsko","88"
"796","Florencja","Kalisz","65-675-21-92","ul. Jarząbek 1051","Gogolin","32"
"797","Laurencjusz","Bogucki","89-155-07-74","al. Kołodziej 23127","Cieszanów","57"
"798","Olaf","Wróblewski","33-249-48-29","al. Maliszewski 34724","Leżajsk","88"
"799","Lilia","Lech","32-038-53-30","ul. Muszyński 464","Zawadzkie","7"
"800","Prokul","Janowski","15-849-81-72","ul. Bednarek 41470","Odolanów","95"
"801","Bertrand","Bartnik","82-443-43-94","al. Szafrański 853","Ujście","78"
"802","Gertruda","Mucha","55-909-12-24","al. Majcher 21734","Tarnobrzeg","94"
"803","Stella","Duda","16-692-89-98","ul. Urbańczyk 7729","Skoki","66"
"804","Kornelia","Jakubowski","33-919-13-47","al. Kowalczuk 974","Żarów","70"
"805","Daniel","Podgórski","86-557-56-29","al. Urbański 6406","Łobez","16"
"806","Teodor","Kaczor","95-681-12-90","ul. Żak 3139","Wieleń","4"
"807","Erast","Lipka","76-844-72-02","al. Budziński 0764","Mońki","64"
"808","Laura","Żebrowski","15-803-38-78","al. Dobrowolski 5688","Żabno","96"
"809","Helena","Duszyński","29-338-89-43","al. Staszewski 0866","Łapy","83"
"810","Michalina","Krzemiński","25-008-93-86","ul. Kaniewski 967","Rzgów","96"
"811","Angela","Dominiak","33-927-61-83","al. Flis 884","Żarów","12"
"812","Lilla","Fijałkowski","61-777-51-44","al. Bąk 2043","Łomża","11"
"813","Serafin","Gruszka","77-696-90-48","al. Ptak 443","Biłgoraj","32"
"814","Patrycjusz","Sowiński","22-128-96-11","al. Janusz 84056","Kielce","21"
"815","Aaron","Nowak","83-905-98-88","al. Jarząbek 11186","Świątniki Górne","86"
"816","Borys","Czech","83-933-44-87","ul. Kaniewski 64115","Młynary","54"
"817","Kornelia","Adamski","13-878-80-52","ul. Stachowicz 646","Suchedniów","88"
"818","Irma","Marcinkowski","46-261-96-22","ul. Wasiak 1635","Olecko","72"
"819","Aleksy","Marczak","87-214-41-36","al. Urbańczyk 70755","Bystrzyca Kłodzka","91"
"820","Ambroży","Piątek","14-436-90-47","ul. Kaczorowski 2942","Jarosław","14"
"821","Laurencja","Bielecki","84-589-72-07","al. Stanisławski 2100","Maszewo","23"
"822","Aida","Czerwiński","54-746-24-90","ul. Góral 1092","Stęszew","66"
"823","Ferdynanda","Mroczkowski","54-550-97-02","ul. Malicki 1369","Dąbrowa Tarnowska","37"
"824","Laura","Owczarek","34-591-09-42","ul. Książek 3855","Koronowo","51"
"825","Koralia","Andrzejewski","41-435-88-09","al. Urbanowicz 4481","Żuromin","96"
"826","Maryna","Mróz","25-485-26-46","ul. Marcinkowski 03839","Bychawa","90"
"827","Konstancja","Bochenek","43-965-69-33","ul. Mikulski 8398","Łeba","30"
"828","Harald","Szymkowiak","63-126-36-17","ul. Kula 108","Zawidów","31"
"829","Dina","Lipiński","52-010-85-35","ul. Duda 2275","Włocławek","35"
"830","Polikarp","Marcinkowski","43-940-86-48","ul. Pająk 348","Bytów","61"
"831","Adelajda","Baranowski","16-504-40-65","al. Porębski 3332","Sztum","90"
"832","Serafin","Olejniczak","44-134-90-94","ul. Borkowski 484","Świętochłowice","74"
"833","Zygmunt","Radomski","52-053-40-38","ul. Czyżewski 59372","Pilica","79"
"834","Korneli","Bielski","71-777-20-35","ul. Górny 3246","Stawiszyn","38"
"835","Roland","Kowalczuk","62-371-53-25","al. Szeląg 924","Hajnówka","82"
"836","Justyn","Kołakowski","85-711-32-57","al. Mazur 1259","Ruciane-Nida","13"
"837","Patryk","Urban","67-566-86-23","ul. Kasprzak 609","Żywiec","58"
"838","Wilhelmina","Sobolewski","71-132-22-34","al. Zabłocki 897","Białogard","39"
"839","Sabina","Kowalczuk","12-773-82-36","ul. Andrzejczak 00644","Żnin","19"
"840","Edyta","Kaczmarczyk","67-409-75-83","al. Sobieraj 219","Lubań","64"
"841","Aleksy","Ciesielski","94-307-38-96","ul. Barański 90695","Chodecz","64"
"842","Archibald","Milewski","89-891-82-36","ul. Partyka 2242","Ostrołęka","48"
"843","Rudolf","Prokop","32-684-08-72","ul. Krzyżanowski 4703","Ostrowiec Świętokrzyski","88"
"844","Harald","Stępniak","52-399-37-49","al. Walczak 421","Świdnica","70"
"845","Wiara","Kwiatkowski","55-343-81-60","al. Grochowski 341","Krajenka","56"
"846","Mateusz","Michałowski","18-794-11-78","al. Owczarek 02047","Jarosław","64"
"847","Gedeon","Jóźwiak","62-013-35-43","al. Kaniewski 6204","Cybinka","15"
"848","Bibiana","Kuczyński","12-604-90-26","ul. Stachurski 8294","Gołańcz","1"
"849","Sabina","Gołębiowski","46-867-05-29","ul. Zdunek 2578","Biała Rawska","49"
"850","Walentyn","Kubiak","62-996-46-64","al. Wolak 1190","Czarnków","40"
"851","Wanda","Pawlicki","54-908-55-22","ul. Lis 657","Paczków","6"
"852","Karolina","Janik","52-336-66-46","al. Szczerba 156","Stąporków","42"
"853","Janina","Korzeniowski","87-677-29-03","al. Mikulski 1601","Boguchwała","52"
"854","Stanisław","Tomczak","48-636-34-76","ul. Buczyński 7046","Konstantynów Łódzki","81"
"855","Cyra","Grudzień","18-334-58-24","ul. Grochowski 0072","Łódź","58"
"856","Irena","Więckowski","42-196-62-96","ul. Olczak 1772","Ząbkowice Śląskie","8"
"857","Gabriel","Szymański","25-874-84-67","ul. Jezierski 189","Brodnica","31"
"858","Pankracy","Sobczak","58-033-71-74","ul. Cygan 22840","Margonin","93"
"859","Gerald","Owczarek","29-033-03-48","ul. Woś 692","Wąchock","43"
"860","Seweryn","Zalewski","41-209-51-38","al. Niedziela 979","Tłuszcz","18"
"861","Sylwia","Grzesik","74-746-55-12","al. Górecki 348","Pabianice","64"
"862","Oleg","Gruszczyński","14-268-97-33","al. Ciesielski 53211","Bydgoszcz","59"
"863","Sybilla","Woś","81-011-07-31","ul. Głogowski 707","Byczyna","9"
"864","Róża","Bożek","61-987-61-77","al. Krzyżanowski 816","Wysoka","47"
"865","Henryka","Janik","91-058-38-04","ul. Iwański 0229","Łaszczów","38"
"866","Joanna","Piekarski","58-804-48-55","al. Cieślak 919","Dobiegniew","91"
"867","Sara","Łukasik","13-312-56-49","ul. Golec 6390","Jędrzejów","3"
"868","Walerian","Andrzejczak","94-419-84-66","ul. Strzelczyk 9745","Tarnogród","8"
"869","Archibald","Makowski","55-173-96-87","ul. Górecki 562","Kętrzyn","32"
"870","Ignacy","Wilk","85-674-31-65","ul. Wróbel 845","Frombork","0"
"871","Roksana","Kędziora","61-315-64-09","ul. Mackiewicz 35073","Ośno Lubuskie","6"
"872","Tomasz","Cichoń","29-551-31-26","al. Zygmunt 69288","Zduny","55"
"873","Efrem","Kmieć","34-115-58-88","al. Orłowski 724","Borne Sulinowo","47"
"874","Julia","Gaweł","87-863-91-45","ul. Szymkowiak 284","Kisielice","48"
"875","Ignacy","Flis","67-061-94-50","al. Szymkowiak 391","Łobżenica","21"
"876","Mojżesz","Tomczak","14-257-01-39","ul. Chmielewski 79128","Młynary","48"
"877","Izolda","Kaleta","25-983-51-63","al. Pawlikowski 688","Błonie","20"
"878","Walenty","Stelmach","81-487-62-06","ul. Adamiak 69544","Barlinek","94"
"879","Nazary","Kępa","43-899-90-29","al. Szyszka 306","Kamieńsk","6"
"880","Izydor","Szczerba","56-821-83-86","ul. Michalik 1046","Nowy Dwór Mazowiecki","44"
"881","Oliwier","Wysocki","16-034-50-60","al. Młynarczyk 48449","Nowa Sarzyna","96"
"882","Kleopatra","Laskowski","81-490-95-45","al. Król 924","Mława","30"
"883","Seweryn","Małek","14-178-83-81","ul. Szczygieł 6225","Osieczna","86"
"884","Baldwin","Tarnowski","24-248-85-91","ul. Kaczmarczyk 66205","Witnica","56"
"885","Karolina","Szczerba","33-978-10-84","al. Panek 03877","Skoczów","85"
"886","Serafin","Jędrzejczyk","17-365-90-24","al. Łapiński 7116","Brzozów","88"
"887","Roger","Żmuda","42-205-38-42","ul. Kubicki 8593","Radłów","66"
"888","Eleonora","Iwański","43-272-37-72","ul. Grzesiak 32948","Lędziny","90"
"889","Wiktoria","Rosiński","55-246-58-32","al. Szeląg 32579","Węgrów","83"
"890","Julia","Romanowski","13-296-31-74","ul. Piórkowski 76510","Bogatynia","94"
"891","Izajasz","Noga","32-039-26-21","al. Czerwiński 23533","Sompolno","23"
"892","Hugo","Grzywacz","71-159-09-67","al. Piątek 8718","Dynów","16"
"893","Nadzieja","Kurowski","16-206-95-04","al. Pilch 5864","Słubice","45"
"894","Gabriel","Kłosowski","56-663-93-68","ul. Milczarek 023","Chodecz","85"
"895","Ryszard","Flak","29-296-72-92","ul. Piątkowski 379","Łosice","84"
"896","Waleria","Szafrański","84-407-08-89","ul. Urbanek 836","Baranów Sandomierski","81"
"897","Jonatan","Rudzki","16-072-86-93","al. Strzelczyk 7991","Praszka","16"
"898","Natanael","Musiał","14-466-98-46","al. Bober 704","Czerwieńsk","69"
"899","Olga","Burzyński","54-808-70-01","al. Walczak 18991","Tarnowskie Góry","16"
"900","Krystian","Stefański","41-131-60-08","ul. Gadomski 603","Sędziszów Małopolski","46"
"901","Roksana","Kasprzyk","75-553-16-93","ul. Motyka 530","Żnin","45"
"902","Ada","Popławski","89-182-73-30","ul. Chojnacki 653","Kałuszyn","84"
"903","Patrycja","Skowron","85-097-20-13","al. Drozd 394","Braniewo","44"
"904","Izabela","Bąkowski","14-037-10-01","al. Grześkowiak 0342","Złotoryja","51"
"905","Konrad","Adamiec","18-972-97-31","al. Smoliński 463","Nowa Dęba","27"
"906","Zuzanna","Andrzejczak","24-277-10-64","al. Stępień 437","Wąsosz","5"
"907","Lidia","Jurek","61-216-09-36","al. Nawrocki 45008","Jelenia Góra","51"
"908","Józefina","Korzeniowski","14-338-77-80","al. Michalik 9375","Dąbrowa Górnicza","68"
"909","Bibiana","Szczęsna","52-568-18-79","al. Grzesiak 65118","Lubraniec","15"
"910","Horacy","Szymczyk","46-468-41-48","ul. Michalski 60113","Lubliniec","89"
"911","Ryszard","Leśniewski","68-514-27-68","ul. Bartnik 56189","Ropczyce","34"
"912","Patryk","Kwiatkowski","87-088-88-48","ul. Wójcik 9901","Mońki","41"
"913","Alicja","Szulc","52-666-73-16","ul. Tokarski 46831","Kościan","58"
"914","Hipolit","Siedlecki","12-321-21-01","al. Lis 37532","Kostrzyn","95"
"915","Karolina","Urbanek","12-292-11-86","al. Leśniewski 818","Brzostek","62"
"916","Natanael","Bieńkowski","82-007-40-03","al. Konieczna 904","Nasielsk","51"
"917","Tacjana","Bieńkowski","87-096-17-52","al. Bagiński 93993","Pyskowice","48"
"918","Dina","Przybył","15-144-55-51","al. Walkowiak 359","Tłuszcz","50"
"919","Julia","Stachura","56-935-11-01","ul. Izdebski 42720","Szczuczyn","22"
"920","Fryderyk","Koper","95-739-36-42","ul. Adamiec 3459","Mordy","14"
"921","Oliwia","Zajączkowski","18-614-88-55","al. Kowalewski 99308","Nisko","54"
"922","Leila","Sławiński","61-997-82-14","al. Zawada 387","Resko","44"
"923","Waleria","Wolski","14-640-93-07","ul. Błaszczak 116","Krośniewice","21"
"924","Władysław","Sokołowski","14-089-84-66","al. Czekaj 678","Żmigród","42"
"925","Sylwia","Krzemiński","15-152-99-81","al. Zalewski 344","Łęczyca","4"
"926","Ludwik","Siedlecki","46-302-91-16","al. Bieńkowski 13007","Zawichost","20"
"927","Adam","Kosiński","68-080-66-19","ul. Nawrot 4578","Uniejów","57"
"928","Adam","Król","42-621-43-43","al. Cebula 724","Barlinek","79"
"929","Walgierz","Lasota","67-352-53-88","al. Paluch 1720","Lublin","61"
"930","Samson","Krzemiński","77-752-37-99","ul. Długosz 53992","Rabka-Zdrój","87"
"931","Alfred","Karaś","44-639-26-88","ul. Świderski 9024","Koprzywnica","32"
"932","Salwator","Staszewski","44-003-43-69","al. Andrzejczak 73157","Ciechocinek","9"
"933","Bertrand","Szulc","89-762-43-38","ul. Mroczkowski 83511","Drobin","91"
"934","Walentyn","Adamiak","23-842-00-23","ul. Kwieciński 630","Nowa Sarzyna","48"
"935","Oliwia","Sołtys","91-000-49-13","ul. Grzyb 763","Wojkowice","97"
"936","Maryna","Bogucki","54-432-43-38","al. Cieśla 554","Gdynia","98"
"937","Sebastian","Rudziński","85-813-17-97","ul. Kobus 0219","Lublin","36"
"938","Błażej","Różański","44-922-63-51","ul. Wójcicki 5388","Luboń","42"
"939","Alwar","Kotowski","22-714-56-07","ul. Rusin 318","Barwice","50"
"940","Julita","Mikołajczyk","75-348-77-93","ul. Sławiński 75895","Kazimierza Wielka","3"
"941","Ferdynanda","Cybulski","94-639-17-52","ul. Kowalewski 88024","Czchów","12"
"942","Krystian","Jastrzębski","94-496-96-96","ul. Chmiel 83723","Brzeziny","59"
"943","Olga","Szymczyk","13-367-17-89","al. Sochacki 911","Myślibórz","34"
"944","Laura","Łukasik","54-574-12-04","ul. Tkaczyk 9165","Czerwieńsk","15"
"945","Artur","Grzyb","29-445-63-44","ul. Olejnik 292","Drohiczyn","43"
"946","Maksym","Stec","44-918-36-26","ul. Zaremba 306","Krzywiń","56"
"947","Antonina","Zieliński","43-995-83-04","ul. Szczęsny 78521","Narol","76"
"948","Jeremi","Cybulski","14-407-17-50","al. Żak 137","Nieszawa","55"
"949","Rajmund","Głowacki","67-540-94-31","al. Czapla 725","Głogów Małopolski","82"
"950","Krystian","Mackiewicz","67-982-27-18","al. Iwański 1622","Szklarska Poręba","37"
"951","Serafina","Rusin","34-717-99-30","al. Dobosz 4313","Radków","49"
"952","Nadzieja","Wysocki","46-571-58-79","ul. Kubik 17340","Sędziszów Małopolski","46"
"953","Cecylia","Bednarek","55-247-56-19","ul. Izdebski 18165","Krosno","28"
"954","Joanna","Wojciechowski","58-154-61-79","ul. Ziętek 2889","Lewin Brzeski","55"
"955","Atanazy","Kogut","74-683-85-80","ul. Kurek 75793","Racibórz","69"
